Id do registro,Id do registro,Id do registro,Id do registro,ID da Empresa,ID da Empresa,ID da Empresa,ID da Empresa,ID do Negócio,ID do Negócio,ID do Negócio,ID do Negócio,Nome do Contato,Nome do Contato,Nome do Contato,Nome do Contato,Responsável,Responsável,Responsável,Responsável,Equipe,Equipe,Equipe,Equipe,Nível de Relacionamento,Nível de Relacionamento,Nível de Relacionamento,Nível de Relacionamento,Data de Criação,Data de Criação,Data de Criação,Data de Criação,Atualizado em,Atualizado em,Atualizado em,Atualizado em,Função de Compra,Função de Compra,Função de Compra,Função de Compra,Função de Impacto,Função de Impacto,Função de Impacto,Função de Impacto,Função de Formalização,Função de Formalização,Função de Formalização,Função de Formalização,Assinante,Assinante,Assinante,Assinante,Cargo,Cargo,Cargo,Cargo,Departamento,Departamento,Departamento,Departamento,Área,Área,Área,Área,Equipe.1,Equipe.1,Equipe.1,Equipe.1,Líder Direto,Líder Direto,Líder Direto,Líder Direto,Telefone Fixo,Telefone Fixo,Telefone Fixo,Telefone Fixo,Número de Celular,Número de Celular,Número de Celular,Número de Celular,E-mail,E-mail,E-mail,E-mail,URL do Linkedin,URL do Linkedin,URL do Linkedin,URL do Linkedin,Instagram,Instagram,Instagram,Instagram,Endereço,Endereço,Endereço,Endereço,Canal Preferido,Canal Preferido,Canal Preferido,Canal Preferido,RG,RG,RG,RG,CPF,CPF,CPF,CPF,Estado Civil,Estado Civil,Estado Civil,Estado Civil,Profissão,Profissão,Profissão,Profissão,Idade,Idade,Idade,Idade,Sexo,Sexo,Sexo,Sexo,Data de Nascimento,Data de Nascimento,Data de Nascimento,Data de Nascimento
7940,7940,7940,7940,8940,8940,8940,8940,9940,9940,9940,9940,Carlos Lima,Carlos Lima,Carlos Lima,Carlos Lima,Luiza Aduan,Luiza Aduan,Luiza Aduan,Luiza Aduan,Customer Success,Customer Success,Customer Success,Customer Success,Alto,Alto,Alto,Alto,03/05/2024,03/05/2024,03/05/2024,03/05/2024,03/05/2024,03/05/2024,03/05/2024,03/05/2024,Influenciador,Influenciador,Influenciador,Influenciador,Campeão,Campeão,Campeão,Campeão,Testemunha,Testemunha,Testemunha,Testemunha,Time Financeiro,Time Financeiro,Time Financeiro,Time Financeiro,Coordenador,Coordenador,Coordenador,Coordenador,Vendas,Vendas,Vendas,Vendas,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Gerente,Gerente,Gerente,Gerente,+55 (11) 3000-5499,+55 (11) 3000-5499,+55 (11) 3000-5499,+55 (11) 3000-5499,+55 (11) 98900-2269,+55 (11) 98900-2269,+55 (11) 98900-2269,+55 (11) 98900-2269,carlos.lima@gmail.com,carlos.lima@gmail.com,carlos.lima@gmail.com,carlos.lima@gmail.com,http://linkedin.com/in/carloslima,http://linkedin.com/in/carloslima,http://linkedin.com/in/carloslima,http://linkedin.com/in/carloslima,@carloslima,@carloslima,@carloslima,@carloslima,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Telefone,Telefone,Telefone,Telefone,443285529,443285529,443285529,443285529,123.456.789-09,123.456.789-09,123.456.789-09,123.456.789-09,Solteiro,Solteiro,Solteiro,Solteiro,Administrador,Administrador,Administrador,Administrador,27,27,27,27,Não Binário,Não Binário,Não Binário,Não Binário,07/03/1980,07/03/1980,07/03/1980,07/03/1980
7634,7634,7634,7634,8634,8634,8634,8634,9634,9634,9634,9634,Maria Lima,Maria Lima,Maria Lima,Maria Lima,Rafael Giacomini,Rafael Giacomini,Rafael Giacomini,Rafael Giacomini,Onboarding,Onboarding,Onboarding,Onboarding,Alto,Alto,Alto,Alto,04/05/2024,04/05/2024,04/05/2024,04/05/2024,04/05/2024,04/05/2024,04/05/2024,04/05/2024,Influenciador,Influenciador,Influenciador,Influenciador,Admin,Admin,Admin,Admin,Signatário,Signatário,Signatário,Signatário,Time Financeiro,Time Financeiro,Time Financeiro,Time Financeiro,Analista,Analista,Analista,Analista,Tecnologia,Tecnologia,Tecnologia,Tecnologia,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Coordenador,Coordenador,Coordenador,Coordenador,+55 (11) 3000-4388,+55 (11) 3000-4388,+55 (11) 3000-4388,+55 (11) 3000-4388,+55 (11) 99705-7883,+55 (11) 99705-7883,+55 (11) 99705-7883,+55 (11) 99705-7883,maria.lima@gmail.com,maria.lima@gmail.com,maria.lima@gmail.com,maria.lima@gmail.com,http://linkedin.com/in/marialima,http://linkedin.com/in/marialima,http://linkedin.com/in/marialima,http://linkedin.com/in/marialima,@marialima,@marialima,@marialima,@marialima,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Whatsapp,Whatsapp,Whatsapp,Whatsapp,612153089,612153089,612153089,612153089,987.654.321-00,987.654.321-00,987.654.321-00,987.654.321-00,Viúvo,Viúvo,Viúvo,Viúvo,Gerente,Gerente,Gerente,Gerente,52,52,52,52,Não Binário,Não Binário,Não Binário,Não Binário,08/03/1980,08/03/1980,08/03/1980,08/03/1980
476,476,476,476,1476,1476,1476,1476,2476,2476,2476,2476,Antônia Pereira,Antônia Pereira,Antônia Pereira,Antônia Pereira,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Vendas,Vendas,Vendas,Vendas,Médio,Médio,Médio,Médio,05/05/2024,05/05/2024,05/05/2024,05/05/2024,05/05/2024,05/05/2024,05/05/2024,05/05/2024,Influenciador,Influenciador,Influenciador,Influenciador,Campeão,Campeão,Campeão,Campeão,Testemunha,Testemunha,Testemunha,Testemunha,Time Financeiro,Time Financeiro,Time Financeiro,Time Financeiro,Gerente,Gerente,Gerente,Gerente,Financeiro,Financeiro,Financeiro,Financeiro,Operações,Operações,Operações,Operações,Operações,Operações,Operações,Operações,Head,Head,Head,Head,+55 (11) 3000-7624,+55 (11) 3000-7624,+55 (11) 3000-7624,+55 (11) 3000-7624,+55 (11) 99483-3704,+55 (11) 99483-3704,+55 (11) 99483-3704,+55 (11) 99483-3704,antônia.pereira@gmail.com,antônia.pereira@gmail.com,antônia.pereira@gmail.com,antônia.pereira@gmail.com,http://linkedin.com/in/antôniapereira,http://linkedin.com/in/antôniapereira,http://linkedin.com/in/antôniapereira,http://linkedin.com/in/antôniapereira,@antôniapereira,@antôniapereira,@antôniapereira,@antôniapereira,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Whatsapp,Whatsapp,Whatsapp,Whatsapp,523076025,523076025,523076025,523076025,456.789.123-64,456.789.123-64,456.789.123-64,456.789.123-64,Casado,Casado,Casado,Casado,Administrador,Administrador,Administrador,Administrador,26,26,26,26,Feminino,Feminino,Feminino,Feminino,09/03/1980,09/03/1980,09/03/1980,09/03/1980
7450,7450,7450,7450,8450,8450,8450,8450,9450,9450,9450,9450,Maria Souza,Maria Souza,Maria Souza,Maria Souza,Luiza Aduan,Luiza Aduan,Luiza Aduan,Luiza Aduan,Customer Success,Customer Success,Customer Success,Customer Success,Médio,Médio,Médio,Médio,06/05/2024,06/05/2024,06/05/2024,06/05/2024,06/05/2024,06/05/2024,06/05/2024,06/05/2024,Influenciador,Influenciador,Influenciador,Influenciador,Campeão,Campeão,Campeão,Campeão,Testemunha,Testemunha,Testemunha,Testemunha,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,C-Level,C-Level,C-Level,C-Level,Jurídico,Jurídico,Jurídico,Jurídico,Operações,Operações,Operações,Operações,Operações,Operações,Operações,Operações,CEO,CEO,CEO,CEO,+55 (11) 3000-7211,+55 (11) 3000-7211,+55 (11) 3000-7211,+55 (11) 3000-7211,+55 (11) 98569-7906,+55 (11) 98569-7906,+55 (11) 98569-7906,+55 (11) 98569-7906,maria.souza@gmail.com,maria.souza@gmail.com,maria.souza@gmail.com,maria.souza@gmail.com,http://linkedin.com/in/mariasouza,http://linkedin.com/in/mariasouza,http://linkedin.com/in/mariasouza,http://linkedin.com/in/mariasouza,@mariasouza,@mariasouza,@mariasouza,@mariasouza,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Telefone,Telefone,Telefone,Telefone,904258674,904258674,904258674,904258674,321.654.987-91,321.654.987-91,321.654.987-91,321.654.987-91,Casado,Casado,Casado,Casado,Engenheiro,Engenheiro,Engenheiro,Engenheiro,19,19,19,19,Masculino,Masculino,Masculino,Masculino,10/03/1980,10/03/1980,10/03/1980,10/03/1980
7759,7759,7759,7759,8759,8759,8759,8759,9759,9759,9759,9759,Bruno Oliveira,Bruno Oliveira,Bruno Oliveira,Bruno Oliveira,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Vendas,Vendas,Vendas,Vendas,Alto,Alto,Alto,Alto,07/05/2024,07/05/2024,07/05/2024,07/05/2024,07/05/2024,07/05/2024,07/05/2024,07/05/2024,Bloqueador,Bloqueador,Bloqueador,Bloqueador,Admin,Admin,Admin,Admin,Testemunha,Testemunha,Testemunha,Testemunha,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Gerente,Gerente,Gerente,Gerente,Financeiro,Financeiro,Financeiro,Financeiro,Operações,Operações,Operações,Operações,Operações,Operações,Operações,Operações,Head,Head,Head,Head,+55 (11) 3000-4571,+55 (11) 3000-4571,+55 (11) 3000-4571,+55 (11) 3000-4571,+55 (11) 98952-5198,+55 (11) 98952-5198,+55 (11) 98952-5198,+55 (11) 98952-5198,bruno.oliveira@gmail.com,bruno.oliveira@gmail.com,bruno.oliveira@gmail.com,bruno.oliveira@gmail.com,http://linkedin.com/in/brunooliveira,http://linkedin.com/in/brunooliveira,http://linkedin.com/in/brunooliveira,http://linkedin.com/in/brunooliveira,@brunooliveira,@brunooliveira,@brunooliveira,@brunooliveira,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Telefone,Telefone,Telefone,Telefone,935147672,935147672,935147672,935147672,654.321.789-82,654.321.789-82,654.321.789-82,654.321.789-82,Separado,Separado,Separado,Separado,Engenheiro,Engenheiro,Engenheiro,Engenheiro,37,37,37,37,Não Binário,Não Binário,Não Binário,Não Binário,11/03/1980,11/03/1980,11/03/1980,11/03/1980
3979,3979,3979,3979,4979,4979,4979,4979,5979,5979,5979,5979,Pedro Gomes,Pedro Gomes,Pedro Gomes,Pedro Gomes,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Vendas,Vendas,Vendas,Vendas,Baixo,Baixo,Baixo,Baixo,08/05/2024,08/05/2024,08/05/2024,08/05/2024,08/05/2024,08/05/2024,08/05/2024,08/05/2024,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Admin,Admin,Admin,Admin,Testemunha,Testemunha,Testemunha,Testemunha,Sem Função de Faturamento,Sem Função de Faturamento,Sem Função de Faturamento,Sem Função de Faturamento,C-Level,C-Level,C-Level,C-Level,Financeiro,Financeiro,Financeiro,Financeiro,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,CEO,CEO,CEO,CEO,+55 (11) 3000-5941,+55 (11) 3000-5941,+55 (11) 3000-5941,+55 (11) 3000-5941,+55 (11) 99741-2983,+55 (11) 99741-2983,+55 (11) 99741-2983,+55 (11) 99741-2983,pedro.gomes@gmail.com,pedro.gomes@gmail.com,pedro.gomes@gmail.com,pedro.gomes@gmail.com,http://linkedin.com/in/pedrogomes,http://linkedin.com/in/pedrogomes,http://linkedin.com/in/pedrogomes,http://linkedin.com/in/pedrogomes,@pedrogomes,@pedrogomes,@pedrogomes,@pedrogomes,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",E-mail,E-mail,E-mail,E-mail,810303128,810303128,810303128,810303128,159.357.486-06,159.357.486-06,159.357.486-06,159.357.486-06,Divorciado,Divorciado,Divorciado,Divorciado,Engenheiro,Engenheiro,Engenheiro,Engenheiro,44,44,44,44,Feminino,Feminino,Feminino,Feminino,12/03/1980,12/03/1980,12/03/1980,12/03/1980
7136,7136,7136,7136,8136,8136,8136,8136,9136,9136,9136,9136,Adriana Oliveira,Adriana Oliveira,Adriana Oliveira,Adriana Oliveira,Luiza Aduan,Luiza Aduan,Luiza Aduan,Luiza Aduan,Customer Success,Customer Success,Customer Success,Customer Success,Baixo,Baixo,Baixo,Baixo,09/05/2024,09/05/2024,09/05/2024,09/05/2024,09/05/2024,09/05/2024,09/05/2024,09/05/2024,Bloqueador,Bloqueador,Bloqueador,Bloqueador,Admin,Admin,Admin,Admin,Signatário,Signatário,Signatário,Signatário,Time Financeiro,Time Financeiro,Time Financeiro,Time Financeiro,Coordenador,Coordenador,Coordenador,Coordenador,Jurídico,Jurídico,Jurídico,Jurídico,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Gerente,Gerente,Gerente,Gerente,+55 (11) 3000-9548,+55 (11) 3000-9548,+55 (11) 3000-9548,+55 (11) 3000-9548,+55 (11) 99977-5425,+55 (11) 99977-5425,+55 (11) 99977-5425,+55 (11) 99977-5425,adriana.oliveira@gmail.com,adriana.oliveira@gmail.com,adriana.oliveira@gmail.com,adriana.oliveira@gmail.com,http://linkedin.com/in/adrianaoliveira,http://linkedin.com/in/adrianaoliveira,http://linkedin.com/in/adrianaoliveira,http://linkedin.com/in/adrianaoliveira,@adrianaoliveira,@adrianaoliveira,@adrianaoliveira,@adrianaoliveira,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Whatsapp,Whatsapp,Whatsapp,Whatsapp,446071904,446071904,446071904,446071904,246.810.121-90,246.810.121-90,246.810.121-90,246.810.121-90,Divorciado,Divorciado,Divorciado,Divorciado,Administrador,Administrador,Administrador,Administrador,33,33,33,33,Feminino,Feminino,Feminino,Feminino,13/03/1980,13/03/1980,13/03/1980,13/03/1980
7989,7989,7989,7989,8989,8989,8989,8989,9989,9989,9989,9989,Maria Oliveira,Maria Oliveira,Maria Oliveira,Maria Oliveira,Luiza Aduan,Luiza Aduan,Luiza Aduan,Luiza Aduan,Customer Success,Customer Success,Customer Success,Customer Success,Médio,Médio,Médio,Médio,10/05/2024,10/05/2024,10/05/2024,10/05/2024,10/05/2024,10/05/2024,10/05/2024,10/05/2024,Coach,Coach,Coach,Coach,Admin,Admin,Admin,Admin,Signatário,Signatário,Signatário,Signatário,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Gerente,Gerente,Gerente,Gerente,Tecnologia,Tecnologia,Tecnologia,Tecnologia,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Head,Head,Head,Head,+55 (11) 3000-5232,+55 (11) 3000-5232,+55 (11) 3000-5232,+55 (11) 3000-5232,+55 (11) 98697-5581,+55 (11) 98697-5581,+55 (11) 98697-5581,+55 (11) 98697-5581,maria.oliveira@gmail.com,maria.oliveira@gmail.com,maria.oliveira@gmail.com,maria.oliveira@gmail.com,http://linkedin.com/in/mariaoliveira,http://linkedin.com/in/mariaoliveira,http://linkedin.com/in/mariaoliveira,http://linkedin.com/in/mariaoliveira,@mariaoliveira,@mariaoliveira,@mariaoliveira,@mariaoliveira,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Telefone,Telefone,Telefone,Telefone,191926217,191926217,191926217,191926217,357.951.486-52,357.951.486-52,357.951.486-52,357.951.486-52,Separado,Separado,Separado,Separado,Empreendedor,Empreendedor,Empreendedor,Empreendedor,35,35,35,35,Não Binário,Não Binário,Não Binário,Não Binário,14/03/1980,14/03/1980,14/03/1980,14/03/1980
6626,6626,6626,6626,7626,7626,7626,7626,8626,8626,8626,8626,Rafael Souza,Rafael Souza,Rafael Souza,Rafael Souza,Rafael Giacomini,Rafael Giacomini,Rafael Giacomini,Rafael Giacomini,Onboarding,Onboarding,Onboarding,Onboarding,Alto,Alto,Alto,Alto,11/05/2024,11/05/2024,11/05/2024,11/05/2024,11/05/2024,11/05/2024,11/05/2024,11/05/2024,Influenciador,Influenciador,Influenciador,Influenciador,Campeão,Campeão,Campeão,Campeão,Testemunha,Testemunha,Testemunha,Testemunha,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,C-Level,C-Level,C-Level,C-Level,Financeiro,Financeiro,Financeiro,Financeiro,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,CEO,CEO,CEO,CEO,+55 (11) 3000-6016,+55 (11) 3000-6016,+55 (11) 3000-6016,+55 (11) 3000-6016,+55 (11) 99359-7046,+55 (11) 99359-7046,+55 (11) 99359-7046,+55 (11) 99359-7046,rafael.souza@gmail.com,rafael.souza@gmail.com,rafael.souza@gmail.com,rafael.souza@gmail.com,http://linkedin.com/in/rafaelsouza,http://linkedin.com/in/rafaelsouza,http://linkedin.com/in/rafaelsouza,http://linkedin.com/in/rafaelsouza,@rafaelsouza,@rafaelsouza,@rafaelsouza,@rafaelsouza,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Whatsapp,Whatsapp,Whatsapp,Whatsapp,556881239,556881239,556881239,556881239,123.456.789-09,123.456.789-09,123.456.789-09,123.456.789-09,Viúvo,Viúvo,Viúvo,Viúvo,Economista,Economista,Economista,Economista,37,37,37,37,Feminino,Feminino,Feminino,Feminino,15/03/1980,15/03/1980,15/03/1980,15/03/1980
8780,8780,8780,8780,9780,9780,9780,9780,10780,10780,10780,10780,Maria Santos,Maria Santos,Maria Santos,Maria Santos,Rafael Giacomini,Rafael Giacomini,Rafael Giacomini,Rafael Giacomini,Onboarding,Onboarding,Onboarding,Onboarding,Alto,Alto,Alto,Alto,12/05/2024,12/05/2024,12/05/2024,12/05/2024,12/05/2024,12/05/2024,12/05/2024,12/05/2024,Influenciador,Influenciador,Influenciador,Influenciador,Admin,Admin,Admin,Admin,Signatário,Signatário,Signatário,Signatário,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Coordenador,Coordenador,Coordenador,Coordenador,Financeiro,Financeiro,Financeiro,Financeiro,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Gerente,Gerente,Gerente,Gerente,+55 (11) 3000-4138,+55 (11) 3000-4138,+55 (11) 3000-4138,+55 (11) 3000-4138,+55 (11) 98443-8933,+55 (11) 98443-8933,+55 (11) 98443-8933,+55 (11) 98443-8933,maria.santos@gmail.com,maria.santos@gmail.com,maria.santos@gmail.com,maria.santos@gmail.com,http://linkedin.com/in/mariasantos,http://linkedin.com/in/mariasantos,http://linkedin.com/in/mariasantos,http://linkedin.com/in/mariasantos,@mariasantos,@mariasantos,@mariasantos,@mariasantos,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Telefone,Telefone,Telefone,Telefone,207939087,207939087,207939087,207939087,987.654.321-00,987.654.321-00,987.654.321-00,987.654.321-00,Divorciado,Divorciado,Divorciado,Divorciado,Empreendedor,Empreendedor,Empreendedor,Empreendedor,37,37,37,37,Masculino,Masculino,Masculino,Masculino,16/03/1980,16/03/1980,16/03/1980,16/03/1980
2069,2069,2069,2069,3069,3069,3069,3069,4069,4069,4069,4069,Fernanda Rodrigues,Fernanda Rodrigues,Fernanda Rodrigues,Fernanda Rodrigues,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Vendas,Vendas,Vendas,Vendas,Médio,Médio,Médio,Médio,13/05/2024,13/05/2024,13/05/2024,13/05/2024,13/05/2024,13/05/2024,13/05/2024,13/05/2024,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Usuário,Usuário,Usuário,Usuário,Testemunha,Testemunha,Testemunha,Testemunha,Sem Função de Faturamento,Sem Função de Faturamento,Sem Função de Faturamento,Sem Função de Faturamento,Analista,Analista,Analista,Analista,Jurídico,Jurídico,Jurídico,Jurídico,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Coordenador,Coordenador,Coordenador,Coordenador,+55 (11) 3000-2680,+55 (11) 3000-2680,+55 (11) 3000-2680,+55 (11) 3000-2680,+55 (11) 99787-1200,+55 (11) 99787-1200,+55 (11) 99787-1200,+55 (11) 99787-1200,fernanda.rodrigues@gmail.com,fernanda.rodrigues@gmail.com,fernanda.rodrigues@gmail.com,fernanda.rodrigues@gmail.com,http://linkedin.com/in/fernandarodrigues,http://linkedin.com/in/fernandarodrigues,http://linkedin.com/in/fernandarodrigues,http://linkedin.com/in/fernandarodrigues,@fernandarodrigues,@fernandarodrigues,@fernandarodrigues,@fernandarodrigues,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Telefone,Telefone,Telefone,Telefone,465830215,465830215,465830215,465830215,456.789.123-64,456.789.123-64,456.789.123-64,456.789.123-64,Casado,Casado,Casado,Casado,Engenheiro,Engenheiro,Engenheiro,Engenheiro,43,43,43,43,Feminino,Feminino,Feminino,Feminino,17/03/1980,17/03/1980,17/03/1980,17/03/1980
2445,2445,2445,2445,3445,3445,3445,3445,4445,4445,4445,4445,Lucas Oliveira,Lucas Oliveira,Lucas Oliveira,Lucas Oliveira,Luiza Aduan,Luiza Aduan,Luiza Aduan,Luiza Aduan,Customer Success,Customer Success,Customer Success,Customer Success,Médio,Médio,Médio,Médio,14/05/2024,14/05/2024,14/05/2024,14/05/2024,14/05/2024,14/05/2024,14/05/2024,14/05/2024,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Testemunha,Testemunha,Testemunha,Testemunha,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Gerente,Gerente,Gerente,Gerente,Financeiro,Financeiro,Financeiro,Financeiro,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Head,Head,Head,Head,+55 (11) 3000-2395,+55 (11) 3000-2395,+55 (11) 3000-2395,+55 (11) 3000-2395,+55 (11) 98508-2940,+55 (11) 98508-2940,+55 (11) 98508-2940,+55 (11) 98508-2940,lucas.oliveira@gmail.com,lucas.oliveira@gmail.com,lucas.oliveira@gmail.com,lucas.oliveira@gmail.com,http://linkedin.com/in/lucasoliveira,http://linkedin.com/in/lucasoliveira,http://linkedin.com/in/lucasoliveira,http://linkedin.com/in/lucasoliveira,@lucasoliveira,@lucasoliveira,@lucasoliveira,@lucasoliveira,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Whatsapp,Whatsapp,Whatsapp,Whatsapp,932894596,932894596,932894596,932894596,321.654.987-91,321.654.987-91,321.654.987-91,321.654.987-91,Divorciado,Divorciado,Divorciado,Divorciado,Gerente,Gerente,Gerente,Gerente,45,45,45,45,Feminino,Feminino,Feminino,Feminino,18/03/1980,18/03/1980,18/03/1980,18/03/1980
4336,4336,4336,4336,5336,5336,5336,5336,6336,6336,6336,6336,Marcos Souza,Marcos Souza,Marcos Souza,Marcos Souza,Luiza Aduan,Luiza Aduan,Luiza Aduan,Luiza Aduan,Customer Success,Customer Success,Customer Success,Customer Success,Alto,Alto,Alto,Alto,15/05/2024,15/05/2024,15/05/2024,15/05/2024,15/05/2024,15/05/2024,15/05/2024,15/05/2024,Coach,Coach,Coach,Coach,Usuário,Usuário,Usuário,Usuário,Testemunha,Testemunha,Testemunha,Testemunha,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,C-Level,C-Level,C-Level,C-Level,Tecnologia,Tecnologia,Tecnologia,Tecnologia,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,CEO,CEO,CEO,CEO,+55 (11) 3000-3573,+55 (11) 3000-3573,+55 (11) 3000-3573,+55 (11) 3000-3573,+55 (11) 98491-3847,+55 (11) 98491-3847,+55 (11) 98491-3847,+55 (11) 98491-3847,marcos.souza@gmail.com,marcos.souza@gmail.com,marcos.souza@gmail.com,marcos.souza@gmail.com,http://linkedin.com/in/marcossouza,http://linkedin.com/in/marcossouza,http://linkedin.com/in/marcossouza,http://linkedin.com/in/marcossouza,@marcossouza,@marcossouza,@marcossouza,@marcossouza,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",E-mail,E-mail,E-mail,E-mail,583724666,583724666,583724666,583724666,654.321.789-82,654.321.789-82,654.321.789-82,654.321.789-82,Casado,Casado,Casado,Casado,Empreendedor,Empreendedor,Empreendedor,Empreendedor,36,36,36,36,Não Binário,Não Binário,Não Binário,Não Binário,19/03/1980,19/03/1980,19/03/1980,19/03/1980
9664,9664,9664,9664,10664,10664,10664,10664,11664,11664,11664,11664,Bruno Rodrigues,Bruno Rodrigues,Bruno Rodrigues,Bruno Rodrigues,Rafael Giacomini,Rafael Giacomini,Rafael Giacomini,Rafael Giacomini,Onboarding,Onboarding,Onboarding,Onboarding,Alto,Alto,Alto,Alto,16/05/2024,16/05/2024,16/05/2024,16/05/2024,16/05/2024,16/05/2024,16/05/2024,16/05/2024,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Admin,Admin,Admin,Admin,Testemunha,Testemunha,Testemunha,Testemunha,Time Financeiro,Time Financeiro,Time Financeiro,Time Financeiro,Coordenador,Coordenador,Coordenador,Coordenador,Vendas,Vendas,Vendas,Vendas,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Gerente,Gerente,Gerente,Gerente,+55 (11) 3000-7965,+55 (11) 3000-7965,+55 (11) 3000-7965,+55 (11) 3000-7965,+55 (11) 98235-9922,+55 (11) 98235-9922,+55 (11) 98235-9922,+55 (11) 98235-9922,bruno.rodrigues@gmail.com,bruno.rodrigues@gmail.com,bruno.rodrigues@gmail.com,bruno.rodrigues@gmail.com,http://linkedin.com/in/brunorodrigues,http://linkedin.com/in/brunorodrigues,http://linkedin.com/in/brunorodrigues,http://linkedin.com/in/brunorodrigues,@brunorodrigues,@brunorodrigues,@brunorodrigues,@brunorodrigues,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Telefone,Telefone,Telefone,Telefone,176675731,176675731,176675731,176675731,159.357.486-06,159.357.486-06,159.357.486-06,159.357.486-06,Separado,Separado,Separado,Separado,Gerente,Gerente,Gerente,Gerente,35,35,35,35,Feminino,Feminino,Feminino,Feminino,20/03/1980,20/03/1980,20/03/1980,20/03/1980
